,IsRecentlyVerified,DateLastVerified,ID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageCost,Connections,NumberOfPoints,StatusTypeID,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.RelatedURL,AddressInfo.DistanceUnit,UsageTypeID,AddressInfo.ContactTelephone2,DateLastConfirmed
0,False,2016-06-04T02:56:00Z,39136,26,47647,178.0,EVnetNL AL798,0.00 jaarabonnement,"[{'ID': 42647, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39482,Landstraat,Landstraat,Delfzijl,9934 EA,159,53.333005,6.923916,http://www.evnet.nl,0,,,
1,False,2016-06-04T02:56:00Z,65809,26,85775,73.0,EV-Box EVB-P1551082,0.00 jaarabonnement,"[{'ID': 90891, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 90892, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2016-04-27T09:42:00Z,100,66155,Marktstraat 10b,Marktstraat 10b,Delfzijl,9934 CK,159,53.33032,6.92864,http://www.ev-box.nl,0,,,
2,False,2016-06-04T02:56:00Z,65810,26,85773,73.0,EV-Box EVB-P1551070,0.00 jaarabonnement,"[{'ID': 90893, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 90894, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2016-04-27T09:42:00Z,100,66156,Handelskade Oost 11,Handelskade Oost 11,Delfzijl,9934 AR,159,53.33219,6.93881,http://www.ev-box.nl,0,,,
3,False,2016-06-04T02:37:00Z,68313,26,93818,157.0,NewMotion 03006572,0.00 jaarabonnement,"[{'ID': 95239, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68659,Piet Heinstraat 38,Piet Heinstraat 38,Delfzijl,9934 HM,159,53.3271262,6.9178201,http://thenewmotion.nl/,0,,,
4,False,2016-06-04T02:56:00Z,39139,26,21536,157.0,NewMotion 02000611,0.00 jaarabonnement,"[{'ID': 42650, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39485,Winterpeil 5,Winterpeil 5,Delfzijl,9933 DG,159,53.3386576,6.914856,http://thenewmotion.nl/,0,,,
5,False,2016-06-04T02:56:00Z,51078,26,66171,,Gorter Transport,0.00 onbekend,"[{'ID': 63144, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-07-22T09:54:00Z,100,51424,Klaverweide 32,Klaverweide 32,Delfzijl,9932 JB,159,53.326592767944,6.8941354751587,,0,,,
6,False,2016-06-04T02:56:00Z,64214,26,73730,157.0,NewMotion ICUEVE000093,0.00 jaarabonnement,"[{'ID': 82148, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2016-03-03T12:33:00Z,100,64560,Hogelandsterweg 14,Hogelandsterweg 14,Delfzijl,9936 BH,159,53.3192549,6.92125190000002,http://thenewmotion.nl/,0,,,
7,False,2016-06-04T02:56:00Z,39131,26,21207,,Toyota Reker lolo smart,0.00 jaarabonnement,"[{'ID': 42642, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39477,Farmsumerweg 25,Farmsumerweg 25,Appingedam,9902 BL,159,53.320396267773,6.8703992664814,http://www.toyota-reker.nl,0,,,
8,False,2016-06-04T02:56:00Z,39130,26,47833,178.0,EVnetNL DB0065,0.00 jaarabonnement,"[{'ID': 42641, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39476,Overdiep 6,Overdiep 6,Appingedam,9902 BX,159,53.31888,6.859953,http://www.evnet.nl,0,,,
9,False,2016-06-04T02:37:00Z,68312,26,92766,157.0,NewMotion 03006626,0.00 jaarabonnement,"[{'ID': 95238, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68658,Fivelpoort 1,Fivelpoort 1,Appingedam,9902 SR,159,53.3031488,6.856694,http://thenewmotion.nl/,0,,,
10,False,2016-06-04T02:56:00Z,64208,26,76549,,Menoldalaan 12,0.00 per laadbeurt,"[{'ID': 82141, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2016-03-03T12:33:00Z,100,64554,Menoldalaan 10,Menoldalaan 10,Slochteren,9627 PS,159,53.239235268217,6.837100982666,,0,,,
11,False,2016-06-04T02:56:00Z,39090,26,47480,178.0,EVnetNL AL636,0.00 jaarabonnement,"[{'ID': 42601, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39436,Hoofdweg 10A,Hoofdweg 10A,Slochteren,9621 AA,159,53.219472,6.806738,http://www.evnet.nl,0,,,
12,False,2016-06-04T02:56:00Z,45517,26,61283,,Zeolyst CV,0.00 jaarabonnement,"[{'ID': 56150, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-05-01T04:40:00Z,100,45863,Oosterhorn 36,Oosterhorn 36,Delfzijl,9936 HD,159,53.30761015915,6.9860252738818,http://www.zeolyst.com,0,,,
13,False,2016-06-04T02:55:00Z,38824,26,47143,178.0,EVnetNL AL291,0.00 jaarabonnement,"[{'ID': 42335, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39170,Boslaan 6,Boslaan 6,Vlagtwedde,9561 LH,159,52.876104,7.076687,http://www.evnet.nl,0,,,
14,False,2016-06-04T02:55:00Z,38848,26,47109,178.0,EVnetNL AL256,0.00 jaarabonnement,"[{'ID': 42359, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39194,Marktstraat 74T,Marktstraat 74T,Stadskanaal,9581 AD,159,52.930116,7.015363,http://www.evnet.nl,0,,,
15,False,2016-06-04T02:55:00Z,64134,26,74104,73.0,EV-Box EVB-P1423131,0.00 jaarabonnement,"[{'ID': 82035, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}, {'ID': 82036, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2016-03-03T12:33:00Z,100,64480,Sluisstraat 56,Sluisstraat 56,Stadskanaal,9581 JC,159,52.94519,6.99644,http://www.ev-box.nl,0,,,
16,False,2016-06-04T02:55:00Z,38890,26,34950,73.0,EV-Box EVB-P1335162,0.00 jaarabonnement,"[{'ID': 42401, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 49803, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 52225, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39236,Tinnegieter 20,Tinnegieter 20,Stadskanaal,9502 EX,159,52.98251,6.97779,http://www.ev-box.nl,0,,,
17,False,2016-06-04T02:55:00Z,38889,26,22675,157.0,NewMotion 02002938,0.00 jaarabonnement,"[{'ID': 42400, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39235,Ruiten A kanaal Oost III 4,Ruiten A kanaal Oost III 4,Vlagtwedde,9541 XX,159,52.9805793,7.1653335,http://thenewmotion.nl/,0,,,
18,False,2016-06-04T02:56:00Z,38914,26,16835,162.0,Willem Lodewijkstraat 33,0.00 gratis,"[{'ID': 42425, 'ConnectionTypeID': 28, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39260,Willem Lodewijkstraat 33,Willem Lodewijkstraat 33,Vlagtwedde,9545 PA,159,53.008591,7.189636,,0,,,
19,False,2016-06-04T02:56:00Z,38977,26,48320,178.0,EVnetNL EV0209,0.00 jaarabonnement,"[{'ID': 42488, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39323,Hoofdweg 28,Hoofdweg 28,Bellingwedde,9695 AK,159,53.101094,7.145793,http://www.evnet.nl,0,,,
20,False,2016-06-04T02:56:00Z,64166,26,75655,157.0,NewMotion 02014872,0.00 jaarabonnement,"[{'ID': 82075, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2016-03-03T12:33:00Z,100,64512,Winschoterweg 17,Winschoterweg 17,Bellingwedde,9697 XC,159,53.1133367,7.0608064,http://thenewmotion.nl/,0,,,
21,False,2016-06-04T02:56:00Z,39003,26,48613,178.0,EVnetNL REE412,0.00 jaarabonnement,"[{'ID': 42514, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39349,Vincent van Goghlaan 12,Vincent van Goghlaan 12,Oldambt,9671 CK,159,53.145428,7.041569,http://www.evnet.nl,0,,,
22,False,2016-06-04T02:56:00Z,38981,26,47200,178.0,EVnetNL AL350,0.00 jaarabonnement,"[{'ID': 42492, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39327,Raadhuislaan 19,Raadhuislaan 19,Pekela,9665 JA,159,53.103792,7.008408,http://www.evnet.nl,0,,,
23,False,2016-06-04T02:56:00Z,38984,26,55322,157.0,NewMotion ICUCOMPACT002194,0.00 jaarabonnement,"[{'ID': 42495, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39330,De Zwaaikom 20,De Zwaaikom 20,Veendam,9641 KV,159,53.104221,6.89451099999997,http://thenewmotion.nl/,0,,,
24,False,2018-12-17T15:50:00Z,72552,1,,1.0,,,"[{'ID': 103990, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Quantity': 2}]",2.0,50,2018-12-17T15:50:00Z,1.0,2016-10-22T12:13:00Z,200,72898,Gezondheids Centrum Scheemda,Stationsstraat,Scheemda,9679EA,159,53.1745635366044,6.97011646971077,,0,1.0,,
25,False,2019-09-28T08:44:00Z,132369,1,,74.0,,,"[{'ID': 185276, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 125, 'Voltage': 400, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 185277, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 185278, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 63, 'Voltage': 400, 'PowerKW': 43.0, 'CurrentTypeID': 20, 'Quantity': 2}]",4.0,50,2019-09-28T08:44:00Z,1.0,2019-09-28T08:44:00Z,200,132715,Fastned Meedenertol,Meedenertol A7,Scheemda,9679TN,159,53.18090611485101,6.933631737604628,,0,5.0,,
26,False,2019-09-28T08:42:00Z,132368,1,,74.0,,,"[{'ID': 185273, 'ConnectionTypeID': 33, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 125, 'Voltage': 400, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 185274, 'ConnectionTypeID': 2, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 50.0, 'CurrentTypeID': 30, 'Quantity': 2}, {'ID': 185275, 'ConnectionTypeID': 25, 'StatusTypeID': 50, 'LevelID': 3, 'Amps': 63, 'Voltage': 400, 'PowerKW': 43.0, 'CurrentTypeID': 20, 'Quantity': 2}]",4.0,50,2019-09-28T08:42:00Z,1.0,2019-09-28T08:42:00Z,200,132714,Fastned Roode Til,Roode Til A7,Scheemda,9679TN,159,53.182019030339205,6.931017642004235,,0,5.0,,
27,False,2016-06-04T02:56:00Z,38987,26,47190,178.0,EVnetNL AL340,0.00 jaarabonnement,"[{'ID': 42498, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39333,Van Beresteynstraat 4,Van Beresteynstraat 4,Veendam,9641 BH,159,53.107004,6.878426,http://www.evnet.nl,0,,,
28,False,2016-06-04T02:56:00Z,38997,26,47517,178.0,EVnetNL AL67,0.00 jaarabonnement,"[{'ID': 42508, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39343,Kerkstraat 2,Kerkstraat 2,Menterwolde,9649 GR,159,53.135509,6.868488,http://www.evnet.nl,0,,,
29,False,2018-10-11T13:34:00Z,109085,1,,23.0,44765,,"[{'ID': 154203, 'ConnectionTypeID': 30, 'StatusTypeID': 50, 'LevelID': 2, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22.0, 'CurrentTypeID': 20, 'Quantity': 1}]",1.0,50,2018-10-11T13:34:00Z,1.0,2018-10-11T13:34:00Z,200,109431,Van der Valk Hotel Groningen-Zuidbroek,Burgemeester Omtaweg 4,Zuidbroek,9636 EM,159,53.1701126,6.852452,,0,4.0,,
30,False,2020-11-21T06:56:00Z,170229,1,,23.0,34791,€0.25/kWh; andere tarieven voor oudere auto's,"[{'ID': 259569, 'ConnectionTypeID': 27, 'StatusTypeID': 50, 'LevelID': 3, 'PowerKW': 120.0, 'CurrentTypeID': 30, 'Quantity': 8}]",8.0,50,2020-11-21T06:56:00Z,1.0,2020-11-21T06:56:00Z,200,170588,Zuidbroek,Burgemeester Otmaweg 2,Zuidbroek,9636 EM,159,53.169567,6.852949,,0,4.0,,
31,False,2016-06-04T02:56:00Z,38980,26,45977,73.0,EV-Box EVB-P1349180,0.00 jaarabonnement,"[{'ID': 42491, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39326,Aquapark 7,Aquapark 7,Veendam,9641 PJ,159,53.10372,6.86608,http://www.ev-box.nl,0,,,
32,False,2016-06-04T02:56:00Z,38983,26,47442,178.0,EVnetNL AL596,0.00 jaarabonnement,"[{'ID': 42494, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:56:00Z,3.0,2015-01-09T06:08:00Z,100,39329,Parallelweg 6,Parallelweg 6,Veendam,9641 KG,159,53.104048,6.884903,http://www.evnet.nl,0,,,
33,False,2016-06-04T02:56:00Z,64153,26,74827,178.0,EVnetNL REE420,0.00 jaarabonnement,"[{'ID': 82057, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:56:00Z,3.0,2016-03-03T12:33:00Z,100,64499,Stationsstraat 3,Stationsstraat 3,Aa en Hunze,9461 GP,159,53.004331,6.763933,http://www.evnet.nl,0,,,
34,False,2016-06-04T02:55:00Z,38910,26,46983,178.0,EVnetNL AL116,0.00 jaarabonnement,"[{'ID': 42421, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39256,Gieterveldweg,Gieterveldweg,Aa en Hunze,9461 TV,159,53.001877,6.750736,http://www.evnet.nl,0,,,
35,False,2016-06-04T02:55:00Z,64150,26,75522,157.0,NewMotion 03990411,0.00 jaarabonnement,"[{'ID': 82053, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2016-03-03T12:33:00Z,100,64496,Mast 17,Mast 17,Stadskanaal,9501 KB,159,52.9971967,6.9513579,http://thenewmotion.nl/,0,,,
36,False,2016-06-04T02:55:00Z,38905,26,23208,157.0,NewMotion 02002135,0.00 jaarabonnement,"[{'ID': 42416, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39251,Baken 36,Baken 36,Stadskanaal,9501 KN,159,52.9982872009277,6.94688320159912,http://thenewmotion.nl/,0,,,
37,False,2016-06-04T02:55:00Z,38899,26,47769,178.0,EVnetNL AL98,0.00 jaarabonnement,"[{'ID': 42410, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39245,Lilienthalplein 19A,Lilienthalplein 19A,Stadskanaal,9501 XP,159,52.989756,6.951755,http://www.evnet.nl,0,,,
38,False,2016-06-04T02:55:00Z,53988,26,47237,178.0,EVnetNL AL393,0.00 jaarabonnement,"[{'ID': 67502, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:55:00Z,3.0,2015-09-20T11:50:00Z,100,54334,Generaal Maczekplein,Generaal Maczekplein,Stadskanaal,9501 CX,159,52.989307,6.955745,http://www.evnet.nl,0,,,
39,False,2016-06-04T02:37:00Z,68291,26,92830,73.0,EV-Box EVB-P1430322,0.00 jaarabonnement,"[{'ID': 95203, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68637,Hoogveen 13,Hoogveen 13,Stadskanaal,9501 XK,159,52.98055,6.96532,http://www.ev-box.nl,0,,,
40,False,2016-06-04T02:55:00Z,65788,26,86617,73.0,EV-Box EVB-P1551024,0.00 jaarabonnement,"[{'ID': 90856, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 90857, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2016-04-27T09:42:00Z,100,66134,Buinerweg 8,Buinerweg 8,Borger-Odoorn,9536 PR,159,52.90797,6.81261,http://www.ev-box.nl,0,,,
41,False,2016-06-04T02:55:00Z,38846,26,54898,157.0,NewMotion ICUEVE000464,0.00 jaarabonnement,"[{'ID': 42357, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}, {'ID': 82393, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39192,Hoofdstraat 23,Hoofdstraat 23,Borger-Odoorn,9531 AB,159,52.9248313903809,6.79195213317871,http://thenewmotion.nl/,0,,,
42,False,2016-06-04T02:55:00Z,38817,26,40554,,Laadpaal24 1335190,0.00 afhankelijk van pas,"[{'ID': 42328, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}, {'ID': 95550, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39163,Tramstraat,Tramstraat,Coevorden,7848 BJ,159,52.856365,6.75166,http://www.laadpaal24.nl,0,,,
43,False,2016-06-04T02:55:00Z,38787,26,48610,178.0,EVnetNL REE409,0.00 jaarabonnement,"[{'ID': 42298, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39133,Bannerschultestraat 6,Bannerschultestraat 6,Coevorden,7841 AC,159,52.773752,6.801615,http://www.evnet.nl,0,,,
44,False,2016-06-04T02:55:00Z,38785,26,23612,157.0,NewMotion 02004198,0.00 jaarabonnement,"[{'ID': 42296, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39131,Bennevelderstraat 46,Bennevelderstraat 46,Coevorden,7856 TC,159,52.773250579834,6.74977159500122,http://thenewmotion.nl/,0,,,
45,False,2016-06-04T02:55:00Z,65786,26,84785,73.0,EV-Box EVB-P1548106,0.00 jaarabonnement,"[{'ID': 90853, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 90854, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2016-04-27T09:42:00Z,100,66132,Aelderholt,Aelderholt,Coevorden,7854 TZ,159,52.79788,6.70506,http://www.ev-box.nl,0,,,
46,False,2016-06-04T02:55:00Z,64105,26,73008,157.0,NewMotion 03000480,0.00 jaarabonnement,"[{'ID': 81991, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2016-03-03T12:33:00Z,100,64451,Verlengde Hoogeveense Vaart,Verlengde Hoogeveense Vaart,Coevorden,7861 TA,159,52.7357411,6.7205607,http://thenewmotion.nl/,0,,,
47,False,2016-06-04T02:55:00Z,38721,26,48611,178.0,EVnetNL REE410,0.00 jaarabonnement,"[{'ID': 42232, 'ConnectionTypeID': 25, 'LevelID': 1, 'PowerKW': 2.3, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39067,Binnenweg 3,Binnenweg 3,Coevorden,7751 GG,159,52.698757,6.757143,http://www.evnet.nl,0,,,
48,False,2016-06-04T02:55:00Z,38755,26,55130,73.0,EV-Box EVB-P1430163,0.00 jaarabonnement,"[{'ID': 42266, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 49773, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39101,A37,A37,Emmen,7833 JN,159,52.7238,6.88353,http://www.ev-box.nl,0,,,
49,False,2016-06-04T02:55:00Z,64108,26,76375,,Century Emmen Audi Volkswagen,0.00 jaarabonnement,"[{'ID': 81995, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",2.0,50,2016-06-04T02:55:00Z,3.0,2016-03-03T12:33:00Z,100,64454,Nijbracht 10,Nijbracht 10,Emmen,7821 CA,159,52.762856030589,6.9073829054832,https://www.century.nl/,0,,,
50,False,2016-06-04T02:55:00Z,38778,26,36756,157.0,NewMotion 02008867,0.00 jaarabonnement,"[{'ID': 42289, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 3.7, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-01-09T06:08:00Z,100,39124,Spehornerbrink 2,Spehornerbrink 2,Emmen,7812 KB,159,52.7619539,6.89287339999999,http://thenewmotion.nl/,0,,,
51,False,2016-06-04T02:37:00Z,68285,26,93092,73.0,EV-Box EVB-P1536482,0.00 jaarabonnement,"[{'ID': 95194, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 5.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68631,Chromiumweg 7,Chromiumweg 7,Amersfoort,3812 NL,159,52.7707,6.89964,http://www.ev-box.nl,0,,,
52,False,2016-06-04T02:55:00Z,64114,26,82393,73.0,EV-Box EVB-P1423089,0.00 jaarabonnement,"[{'ID': 82004, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 82005, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2016-03-03T12:33:00Z,100,64460,Boermarkeweg,Boermarkeweg,Emmen,7824 AA,159,52.78521,6.91476,http://www.ev-box.nl,0,,,
53,False,2016-06-04T02:37:00Z,68288,26,85163,73.0,EV-Box EVB-P1345290,0.00 jaarabonnement,"[{'ID': 95198, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}, {'ID': 95199, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 11.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:37:00Z,3.0,2016-06-04T02:37:00Z,100,68634,Marktplein 15,Marktplein 15,Emmen,7811 AM,159,52.78446,6.89151,http://www.ev-box.nl,0,,,
54,False,2016-06-04T02:55:00Z,51051,26,66567,157.0,NewMotion 03001228,0.00 jaarabonnement,"[{'ID': 63107, 'ConnectionTypeID': 25, 'LevelID': 2, 'PowerKW': 22.0, 'CurrentTypeID': 10}]",1.0,50,2016-06-04T02:55:00Z,3.0,2015-07-22T09:54:00Z,100,51397,Kapitein Nemostraat 1B,Kapitein Nemostraat 1B,Emmen,7821 AB,159,52.7755435,6.9175882,http://thenewmotion.nl/,0,,,
